Project,ClassPath,ReleaseID,ReleaseName,ReleaseIndex,Bugginess
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCPath.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCStringContains.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCWildcardMatch.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Lit.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MatchesExpression.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Math.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Max.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Min.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotContainsExpression.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotEqualExpression.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotExpression.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Null.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/OrExpression.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java","12312343","0.9.0",1,"yes"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Param.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLEmbed.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLExpression.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLValue.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SelectConstructor.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Size.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Sqrt.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StartsWithExpression.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StringFunction.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StringLength.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SubQ.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Substring.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Sum.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ToLowerCase.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ToUpperCase.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Trim.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/UnaryOp.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Val.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Variable.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMapping.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMappingInfo.java","12312343","0.9.0",1,"yes"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DelegatingJoinable.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Discriminator.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorMappingInfo.java","12312343","0.9.0",1,"yes"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Embeddable.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldMapping.java","12312343","0.9.0",1,"yes"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldMappingInfo.java","12312343","0.9.0",1,"yes"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCColumnOrder.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCOrder.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCRelatedFieldOrder.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCValueOrder.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JavaSQLTypes.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Joinable.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaults.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaultsImpl.java","12312343","0.9.0",1,"yes"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingInfo.java","12312343","0.9.0",1,"yes"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingRepository.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingStrategyInstaller.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingTool.java","12312343","0.9.0",1,"yes"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MetaDataPlusMappingFactory.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/NoneMappingDefaults.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/NoneStrategyInstaller.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/PropertiesReverseCustomizer.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/QueryResultMapping.java","12312343","0.9.0",1,"yes"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RefreshStrategyInstaller.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RelationId.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseCustomizer.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseMappingTool.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RuntimeStrategyInstaller.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/SequenceMapping.java","12312343","0.9.0",1,"yes"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Strategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/StrategyInstaller.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueHandler.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMapping.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingImpl.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingInfo.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Version.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/VersionMappingInfo.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/VersionStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractClassStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractDiscriminatorStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractFieldStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractValueHandler.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractVersionStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/BlobValueHandler.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ByteArrayValueHandler.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayStreamValueHandler.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayValueHandler.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClassNameDiscriminatorStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClobValueHandler.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ColumnVersionStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ContainerFieldStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedValueHandler.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbeddedClassStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FlatClassStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FullClassStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerHandlerMapTableFieldStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerStrategies.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/IdentityJoinable.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ImmutableValueHandler.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/InValueDiscriminatorStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSCollectionFieldStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSMapFieldStrategy.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyCollection.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyMap.java","12312343","0.9.0",1,"no"
"OPENJPA","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MapTableFieldStrategy.java","12312343","0.9.0",1,"no"
